shelter,address,city,county,state,zip,longitude,latitude,phone,accepting,notes,source,private_notes,allow_pets,pets,unofficial,accessibility,active
Russell Springs Fire Department,"72 High Street, , RUSSELL SPRINGS, KY  42642",RUSSELL SPRINGS,RUSSELL,KY,42642,-85.089275,37.057439,2703432112,no,General Notes: Mapped 1/22/16 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:160032,"Evacuation Capacity: 5

Longterm Capacity: 2",false,Unknown,false,"",true
Hal Rogers Training Center,"180 Oak Leaf Lane, , SOMERSET, KY  42501",SOMERSET,PULASKI,KY,42501,-84.6086017,37.11990894,6066797075,no,"Directions to Facility: Hwy 80 to Hwy 1247 North, Travel approx.2 Miles make right onto Oak Leaf Lane. Bldg is 1000 ft on left. Can call for directions if needed.

General Notes: Mapped 1/23/16 MAS NSS.",SHAKEN_FURY_2019_BATCH_1_ID:160038,"Evacuation Capacity: 334

Longterm Capacity: 167",false,No,false,"",true
Cedar Ridge Ministries,"189 Keller Road, , WILLIAMSBURG, KY  40769",WILLIAMSBURG,WHITLEY,KY,40769,-84.157205,36.768465,"",no,General Notes: Mapped 1/23/16 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:160039,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Williamsburg Convention Center,"650 West 10th Street, , WILLIAMSBURG, KY  40769",WILLIAMSBURG,WHITLEY,KY,40769,-84.1660309,36.7265611,"",no,"Directions to Facility: At the light on the overpass, go east on KY 92.At the next light, turn left onto S 10th Street. Destination is on the right, just past Arby's.

General Notes: Knox-Whitley Animal Shelter (16 miles from shelter). Remapped 12/28/16 MAS NSS.",SHAKEN_FURY_2019_BATCH_1_ID:160148,"Evacuation Capacity: 720

Longterm Capacity: 360

Restrictions: No entry into office/single restrooms; only shelter workers to access main reception/staff lounge.

Additional Notes: Two open gym areas connected to office/reception area. Site is close to I75.",false,Unknown,false,"",true
Campbellsville Christian Church,"302 Lebanon Avenue, , CAMPBELLSVLLE, KY  42718",CAMPBELLSVLLE,TAYLOR,KY,42718,-85.3421618,37.3433022,2704655571,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160158,"Evacuation Capacity: 175

Longterm Capacity: 87

Restrictions: No use of Sanctuary

Additional Notes: Floor plans uploaded with the Survey",false,Unknown,false,"",true
Georgetown First United Methodist Church,"1280 Lexington Road, , GEORGETOWN, KY  40324",GEORGETOWN,SCOTT,KY,40324,-84.558047,38.182285,5028630173,no,General Notes: Contact Georgetown Humane Society as an alternative,SHAKEN_FURY_2019_BATCH_1_ID:160251,"Evacuation Capacity: 80

Longterm Capacity: 40",false,Unknown,false,"",true
Bowen Elementary School,"5099 Campton Road, , STANTON, KY  40380",STANTON,POWELL,KY,40380,-83.7860587,37.8302119,6066633313,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160272,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Bourbon County Courthouse,"310 Main Street, , PARIS, KY  40361",PARIS,BOURBON,KY,40361,-84.2491224,38.2126255,8599872151,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160347,"Evacuation Capacity: 50

Longterm Capacity: 50",false,Unknown,false,"",true
Paris Municipal Center,"525 High St., , PARIS, KY  40361",PARIS,BOURBON,KY,40361,-84.2523917,38.2118126,8599872151,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160348,"Evacuation Capacity: 100

Longterm Capacity: 100",false,Unknown,false,"",true
Nicholas Middle & High School,"103 School Drive, , CARLISLE, KY  40311",CARLISLE,NICHOLAS,KY,40311,-84.0375444,38.31384,8592893780,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160350,"Evacuation Capacity: 2000

Longterm Capacity: 1000",false,No,false,"",true
Wellington Center,"105 Wellington, , FULTON, KY  42041",FULTON,FULTON,KY,42041,-89.1957819,36.5710686,2704723510,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160354,"Evacuation Capacity: 200

Longterm Capacity: 100",false,Unknown,false,"",true
Crestwood Christian Church of Lexington KY,"1882 Bellefonte Dr., , LEXINGTON, KY  40503",LEXINGTON,FAYETTE,KY,40503,-84.501603,38.010425,8592660459,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160369,"Evacuation Capacity: 500

Longterm Capacity: 0",false,No,false,"",true
Eastland Church of God,"2598 Liberty Road, , LEXINGTON, KY  40509",LEXINGTON,FAYETTE,KY,40509,-84.434678,38.0178381,8592688917,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160412,"Evacuation Capacity: 508

Longterm Capacity: 254",false,No,false,"",true
St. Lawrence Roman Catholic Church,"120 N Gatewood St, , LAWRENCEBURG, KY  40342",LAWRENCEBURG,ANDERSON,KY,40342,-84.89162,38.038869,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:160621,"Evacuation Capacity: 139

Longterm Capacity: 38",false,Unknown,false,"",true
Christ the King Catholic School,"412 Cochran Rd, , LEXINGTON, KY  40502",LEXINGTON,FAYETTE,KY,40502,-84.486797,38.0230578,8592665641,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160622,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Lincoln County Community Center,"11650 Kentucky Highway 1247, , WAYNESBURG, KY  40489",WAYNESBURG,LINCOLN,KY,40489,-84.6542293,37.39586,6063652500,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160623,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Beck Center-Transylvania University,"300 North Broadway, , LEXINGTON, KY  40508",LEXINGTON,FAYETTE,KY,40508,-84.493278,38.052986,8592338118,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160624,"Evacuation Capacity: 1290

Longterm Capacity: 645",false,No,false,"",true
Cambellsville Christian Church,"302 Lebanon Ave., , CAMPBELLSVLLE, KY  42718",CAMPBELLSVLLE,TAYLOR,KY,42718,-85.3419077,37.3437525,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:160669,"Evacuation Capacity: 50

Longterm Capacity: 50",false,Unknown,false,"",true
Panther Creek Baptist Church,"7146 U.S. Hwy 431, , OWENSBORO, KY  42301",OWENSBORO,DAVIESS,KY,42301,-87.1301126,37.6771344,2706842155,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160670,"Evacuation Capacity: 260

Longterm Capacity: 130",false,Unknown,false,"",true
Sts. Joseph & Paul Catholic Church,"514 E. 4th. St., , OWENSBORO, KY  42303",OWENSBORO,DAVIESS,KY,42303,-87.1058429,37.772516,2706835641,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160671,"Evacuation Capacity: 254

Longterm Capacity: 127",false,Unknown,false,"",true
Tates Creek High School,"1111 Centre Parkway, , LEXINGTON, KY  40517",LEXINGTON,FAYETTE,KY,40517,-84.479021,37.984691,8593813620,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160675,"Evacuation Capacity: 75

Longterm Capacity: 38",false,Unknown,false,"",true
Paul Laurence Dunbar High School,"1600 Man O War BLVD, , LEXINGTON, KY  40513",LEXINGTON,FAYETTE,KY,40513,-84.5767144,38.0174556,8593813546,no,General Notes: Remapped 12/28/16 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:160676,"Evacuation Capacity: 707

Longterm Capacity: 353",false,No,false,"",true
Crossroads Christian Church-Andover Campus,"4128 Todds Road, , LEXINGTON, KY  40509",LEXINGTON,FAYETTE,KY,40509,-84.3945174,37.9937646,8592634633,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160677,"Evacuation Capacity: 720

Longterm Capacity: 360",false,No,false,"",true
Lyon Convention Center,"309 Lee S. Jones Park Road, , EDDYVILLE, KY  42038",EDDYVILLE,LYON,KY,42038,-88.0812797,37.0801599,2706253677,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160798,"Evacuation Capacity: 102

Longterm Capacity: 51",false,Unknown,false,"",true
First Baptist Church,"102 Main Street, , MAYFIELD, KY  42066",MAYFIELD,GRAVES,KY,42066,-88.6526564,36.7079327,"",no,General Notes: Mapped 5/11/16 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:160804,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Shannon Johnson Elementary School,"109 Oakwood Dr., , BEREA, KY  40403",BEREA,MADISON,KY,40403,-84.2883998,37.59162,8593873400,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160805,"Evacuation Capacity: 240

Longterm Capacity: 120",false,No,false,"",true
Madison Southern High School,"213 Glades Rd., , BEREA, KY  40403",BEREA,MADISON,KY,40403,-84.2941726,37.5876006,8596256148,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160806,"Evacuation Capacity: 470

Longterm Capacity: 235",false,No,false,"",true
Madison Central High School,"705 N. Second Street, , RICHMOND, KY  40475",RICHMOND,MADISON,KY,40475,-84.2907442,37.75591,8596256109,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160807,"Evacuation Capacity: 416

Longterm Capacity: 208",false,No,false,"",true
Owsley County Elementary School,"372 KY 28, , BOONEVILLE, KY  41314",BOONEVILLE,OWSLEY,KY,41314,-83.6749897,37.4757903,6065935186,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160864,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Owsley County High School,"177 Shepherd Ln., , BOONEVILLE, KY  41314",BOONEVILLE,OWSLEY,KY,41314,-83.6652097,37.4764535,6065935185,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160865,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Green County Extension Office,"298 Happyville Road, , GREENSBURG, KY  42743",GREENSBURG,GREEN,KY,42743,-85.5122189,37.2759553,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:160916,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Gravel Switch Community Center,"640 Gravel Switch Rd., , GRAVEL SWITCH, KY  40328",GRAVEL SWITCH,MARION,KY,40328,-85.0517106,37.5699869,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:160979,"Evacuation Capacity: 134

Longterm Capacity: 67",false,No,false,"",true
Robertson County School,"1760 Sardis Rd., , MOUNT OLIVET, KY  41064",MOUNT OLIVET,ROBERTSON,KY,41064,-84.0119375,38.5289219,6062422102,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160985,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Bracken County Middle School,"167 Parsley Drive, , BROOKSVILLE, KY  41004",BROOKSVILLE,BRACKEN,KY,41004,-84.0727739,38.6840589,6067353425,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160987,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Ashland Avenue Baptist Church,"483 West Reynolds Road, , LEXINGTON, KY  40503",LEXINGTON,FAYETTE,KY,40503,-84.5371156,37.9972377,8592664341,no,"",SHAKEN_FURY_2019_BATCH_1_ID:160988,"Evacuation Capacity: 393

Longterm Capacity: 196",false,No,false,"",true
The Blue Building ( City County Park),"400 Park Drive, , NICHOLASVILLE, KY  40356",NICHOLASVILLE,JESSAMINE,KY,40356,-84.565582,37.8633093,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:161018,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Red Oak Elementary School,"921 Union Mill Road, , NICHOLASVILLE, KY  40356",NICHOLASVILLE,JESSAMINE,KY,40356,-84.5429232,37.884603,8598850616,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161020,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
The Providence School,"210 South Lexington Ave, , WILMORE, KY  40390",WILMORE,JESSAMINE,KY,40390,-84.6655752,37.859027,8598874600,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161027,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
First United Methodist Church,"401 West Main Street, , RICHMOND, KY  40475",RICHMOND,MADISON,KY,40475,-84.2975329,37.7492384,8596233580,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161103,"Evacuation Capacity: 225

Longterm Capacity: 112",false,No,false,"",true
Cane Ridge Elementary School,"8000 Bypass Road, , PARIS, KY  40361",PARIS,BOURBON,KY,40361,-84.242771,38.224435,8599872106,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161105,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Bourbon Central Elementary School,"367 Bethlehem Rd., , PARIS, KY  40361",PARIS,BOURBON,KY,40361,-84.2726495,38.1851952,8599872195,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161106,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Bourbon County High School,"3343 Lexington Road, , PARIS, KY  40361",PARIS,BOURBON,KY,40361,-84.2719471,38.1936475,8599872185,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161107,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Mason County High School,"1320 U.S. 68, , MAYSVILLE, KY  41056",MAYSVILLE,MASON,KY,41056,-83.7898966,38.6347103,6065643393,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161220,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Mason County Middle School,"420 Chenault Drive, , MAYSVILLE, KY  41056",MAYSVILLE,MASON,KY,41056,-83.7882963,38.6324881,6065646748,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161221,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Charles Straub Elementary School,"387 Chenault Dr., , MAYSVILLE, KY  41056",MAYSVILLE,MASON,KY,41056,-83.7851151,38.6334382,6065649047,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161222,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
"Family Worship Center of Waynesburg, Ky","12130 US Hwy 27S, , WAYNESBURG, KY  40489",WAYNESBURG,LINCOLN,KY,40489,-84.6589706,37.3621514,6063652257,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161225,"Evacuation Capacity: 75

Longterm Capacity: 37",false,Unknown,false,"",true
Paint Lick Elementary School,"6798 Richmond Road, , PAINT LICK, KY  40461",PAINT LICK,GARRARD,KY,40461,-84.4705439,37.5863204,8597922122,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161226,"Evacuation Capacity: 210

Longterm Capacity: 105",false,No,false,"",true
Garrard County High School,"599 Industry Road, , LANCASTER, KY  40444",LANCASTER,GARRARD,KY,40444,-84.5700212,37.6021513,8597922146,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161227,"Evacuation Capacity: 336

Longterm Capacity: 168",false,No,false,"",true
Lancaster Elementary School,"205 Lexington Street, , LANCASTER, KY  40444",LANCASTER,GARRARD,KY,40444,-84.578962,37.6221846,8597923047,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161228,"Evacuation Capacity: 214

Longterm Capacity: 107",false,No,false,"",true
Camp Dick Robinson Elementary School,"7541 Lexington Road, , LANCASTER, KY  40444",LANCASTER,GARRARD,KY,40444,-84.6645543,37.6959668,8597926136,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161229,"Evacuation Capacity: 234

Longterm Capacity: 117",false,No,false,"",true
Pendleton County Extension Office,"45 David Pribble Drive, , FALMOUTH, KY  41040",FALMOUTH,PENDLETON,KY,41040,-84.3202926,38.6552253,8596543395,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161231,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
First Christian Church,"412 West Main Street, , RICHMOND, KY  40475",RICHMOND,MADISON,KY,40475,-84.2981738,37.7485926,8596234383,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161332,"Evacuation Capacity: 273

Longterm Capacity: 136",false,No,false,"",true
Lee County High School,"599 Lee Ave, , BEATTYVILLE, KY  41311",BEATTYVILLE,LEE,KY,41311,-83.7084901,37.5778379,6064645005,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161333,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Lee County Middle School,"601 Lee Ave., , BEATTYVILLE, KY  41311",BEATTYVILLE,LEE,KY,41311,-83.7084901,37.5778379,6064645010,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161334,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Lee County Elementary School,"1665 Hwy. 11 S., , BEATTYVILLE, KY  41311",BEATTYVILLE,LEE,KY,41311,-83.7173488,37.5530011,6064645020,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161335,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Sheldon Clarke High School,"388 Cardinal Lane, , INEZ, KY  41224",INEZ,MARTIN,KY,41224,-82.5336166,37.8604137,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:161336,"Evacuation Capacity: 409

Longterm Capacity: 204",false,Unknown,false,"",true
Eden Elementary,"179 Eden Lane, , INEZ, KY  41224",INEZ,MARTIN,KY,41224,-82.5733114,37.9030969,6062983471,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161337,"Evacuation Capacity: 180

Longterm Capacity: 90",false,Unknown,false,"",true
Inez Elementary,"5000 Elementary Drive., , INEZ, KY  41224",INEZ,MARTIN,KY,41224,-82.5181247,37.8536204,6062983428,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161338,"Evacuation Capacity: 245

Longterm Capacity: 122",false,Unknown,false,"",true
Betsy Layne High School,"554 Bobcat Blvd, , BETSY LAYNE, KY  41605",BETSY LAYNE,FLOYD,KY,41605,-82.6375185,37.5630133,6064789138,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161339,"Evacuation Capacity: 0

Longterm Capacity: 172",false,Unknown,false,"",true
Prestonsburg High School,"825 Black Cat Blvd., , PRESTONSBURG, KY  41653",PRESTONSBURG,FLOYD,KY,41653,-82.780048,37.6769448,6068862252,no,Directions to Facility: City Police has keys to building.,SHAKEN_FURY_2019_BATCH_1_ID:161340,"Evacuation Capacity: 0

Longterm Capacity: 162",false,Unknown,false,"",true
South Floyd High School,"299 Mt. Raider Road, , HI HAT, KY  41636",HI HAT,FLOYD,KY,41636,-82.734433,37.3828715,6064529600,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161341,"Evacuation Capacity: 500

Longterm Capacity: 250",false,Unknown,false,"",true
McKee Elementary School,"1005 US Hwy 89 N, , MC KEE, KY  40447",MC KEE,JACKSON,KY,40447,-83.9996069,37.5194408,6062877157,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161344,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Jackson County High School,"560 Educational Drive, , MC KEE, KY  40447",MC KEE,JACKSON,KY,40447,-83.9885929,37.4339373,6062877155,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161352,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Sand Gap Elementary School,"U.S. Hwy 421 South, , SANDGAP, KY  40481",SANDGAP,JACKSON,KY,40481,-84.0889389,37.4850079,6069653171,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161353,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Tyner Elementary School,"U.S. Hwy 30, , TYNER, KY  40486",TYNER,JACKSON,KY,40486,-83.8785081,37.3849956,6063645105,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161354,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Chain of Love Disaster Relief,"644 Adams Road, , PIKEVILLE, KY  41501",PIKEVILLE,PIKE,KY,41501,-82.5195219,37.5128727,"",no,General Notes: Mapped 3/2/17 MAS NSS.,SHAKEN_FURY_2019_BATCH_1_ID:161359,"Evacuation Capacity: 60

Longterm Capacity: 30",false,Unknown,false,"",true
Coal Run Community Center,"105 Church Street, , PIKEVILLE, KY  41501",PIKEVILLE,PIKE,KY,41501,-82.5650653,37.5160867,6064376032,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161360,"Evacuation Capacity: 90

Longterm Capacity: 45",false,Unknown,false,"",true
Amazing Grace Worship Center,"614 Adams Road, , PIKEVILLE, KY  41501",PIKEVILLE,PIKE,KY,41501,-82.519962,37.5108127,"",no,"",SHAKEN_FURY_2019_BATCH_1_ID:161361,"Evacuation Capacity: 45

Longterm Capacity: 25",false,Unknown,false,"",true
Belfry High School,"27678 US Hwy. 119 North, , BELFRY, KY  41514",BELFRY,PIKE,KY,41514,-82.2698652,37.6553249,6066255263,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161362,"Evacuation Capacity: 350

Longterm Capacity: 250",false,Unknown,false,"",true
Lion's Park Community Center,"450 E. Factory St., , HARRODSBURG, KY  40330",HARRODSBURG,MERCER,KY,40330,-84.8362844,37.7647448,8597342383,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161533,"Evacuation Capacity: 190

Longterm Capacity: 95",false,Unknown,false,"",true
Stanford Church of the Nazarene Outreach Center,"500 Cutoff Street, , STANFORD, KY  40484",STANFORD,LINCOLN,KY,40484,-84.658284,37.5286905,6063651260,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161535,"Evacuation Capacity: 50

Longterm Capacity: 25",false,Unknown,false,"",true
Danville National Guard Armory,"482 Sanford Ave, , DANVILLE, KY  40422",DANVILLE,BOYLE,KY,40422,-84.7545647,37.6347606,5026075241,no,General Notes: 12/14/2018 Joe Sanderson will approve on an event basis. Can be contacted through KYEM Duty Officer 800-255-2587,SHAKEN_FURY_2019_BATCH_1_ID:161537,"Evacuation Capacity: 270

Longterm Capacity: 135",false,No,false,"",true
Southside Elementary School,"1300 Troy Pk., , VERSAILLES, KY  40383",VERSAILLES,WOODFORD,KY,40383,-84.7242064,38.0355333,8598794660,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161602,"Evacuation Capacity: 348

Longterm Capacity: 174",true,Yes,false,"",true
Woodford County Middle School,"100 School House Road, , VERSAILLES, KY  40383",VERSAILLES,WOODFORD,KY,40383,-84.7468903,38.0400348,8598794650,no,"",SHAKEN_FURY_2019_BATCH_1_ID:161603,"Evacuation Capacity: 788

Longterm Capacity: 394",true,Yes,false,"",true
